archivo,linea,tipo,etiqueta_latex,titulo,fila,columna,valor_crudo,valor
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=1000,y,100,100.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=100,y,134,134.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=200,y,123,123.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=300,y,108,108.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=400,y,103,103.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=500,y,117,117.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=600,y,95,95.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=700,y,113,113.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=800,y,111,111.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=900,y,110,110.0
inattention_energy_prices.tex,1003,figura,PMrendcap,Electricity prices (2019-2050) per scenario,2 @ x=1000,y,102,102.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=100,y,129,129.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=200,y,121,121.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=300,y,107,107.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=400,y,102,102.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=500,y,116,116.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=600,y,95,95.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=700,y,112,112.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=800,y,110,110.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=900,y,110,110.0
inattention_energy_prices.tex,1010,figura,PMrendcap,Electricity prices (2019-2050) per scenario,3 @ x=1000,y,101,101.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=100,y,148,148.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=200,y,136,136.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=300,y,113,113.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=400,y,115,115.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=500,y,123,123.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=600,y,108,108.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=700,y,120,120.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=800,y,117,117.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=900,y,117,117.0
inattention_energy_prices.tex,1017,figura,PMrendcap,Electricity prices (2019-2050) per scenario,4 @ x=1000,y,107,107.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=100,y,119,119.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=200,y,110,110.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=300,y,101,101.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=400,y,93,93.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=500,y,109,109.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=600,y,86,86.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=700,y,104,104.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=800,y,102,102.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=900,y,102,102.0
inattention_energy_prices.tex,1024,figura,PMrendcap,Electricity prices (2019-2050) per scenario,5 @ x=1000,y,97,97.0
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=100,y,315.82,315.82
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=200,y,183.55,183.55
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=300,y,138.01,138.01
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=400,y,110.18,110.18
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=500,y,92.93,92.93
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=600,y,79.42,79.42
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=700,y,68.65,68.65
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=800,y,59.48,59.48
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=900,y,52.43,52.43
inattention_energy_prices.tex,1087,figura,piapormodelo,Permit prices ^a per CAP,Original Model @ x=1000,y,46.66,46.66
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=100,y,270.12,270.12
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=200,y,161.56,161.56
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=300,y,119.47,119.47
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=400,y,95.83,95.83
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=500,y,79.31,79.31
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=600,y,66.57,66.57
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=700,y,56.37,56.37
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=800,y,48.76,48.76
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=900,y,42.26,42.26
inattention_energy_prices.tex,1094,figura,piapormodelo,Permit prices ^a per CAP,Profit Oriented Model @ x=1000,y,35.98,35.98
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=100,y,232.82,232.82
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=200,y,141.55,141.55
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=300,y,103.32,103.32
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=400,y,0,0.0
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=500,y,37.26,37.26
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=600,y,40.43,40.43
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=700,y,36.41,36.41
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=800,y,31.27,31.27
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=900,y,31.21,31.21
inattention_energy_prices.tex,1103,figura,piapormodelo,Permit prices ^a per CAP,Quadratic Rate Model @ x=1000,y,30,30.0
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=100,y,270.12,270.12
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=200,y,155.15,155.15
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=300,y,39.06,39.06
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=400,y,33.93,33.93
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=500,y,38.82,38.82
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=600,y,39.2,39.2
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=700,y,35.73,35.73
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=800,y,35.73,35.73
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=900,y,35.73,35.73
inattention_energy_prices.tex,1112,figura,piapormodelo,Permit prices ^a per CAP,Precision Model @ x=1000,y,35.73,35.73
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=100,y,100,100.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=200,y,200,200.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=300,y,300,300.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=400,y,400,400.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=500,y,500,500.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=600,y,600,600.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=700,y,700,700.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=800,y,800,800.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=900,y,900,900.0
inattention_energy_prices.tex,1151,figura,permisospormodelo,Permits emitted per CAP,Original Model @ x=1000,y,1000,1000.0
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=100,y,120.2,120.2
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=200,y,240.4,240.4
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=300,y,360.6,360.6
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=400,y,454.79,454.79
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=500,y,601,601.0
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=600,y,605.27,605.27
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=700,y,605.27,605.27
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=800,y,961.6,961.6
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=900,y,605.27,605.27
inattention_energy_prices.tex,1158,figura,permisospormodelo,Permits emitted per CAP,Profit Oriented Model @ x=1000,y,605.27,605.27
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=100,y,144.94,144.94
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=200,y,289.88,289.88
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=300,y,434.83,434.83
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=400,y,579.77,579.77
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=500,y,653.75,653.75
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=600,y,619.93,619.93
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=700,y,661.25,661.25
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=800,y,610.91,610.91
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=900,y,609.12,609.12
inattention_energy_prices.tex,1166,figura,permisospormodelo,Permits emitted per CAP,Quadratic Rate Model @ x=1000,y,698.67,698.67
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=100,y,120.2,120.2
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=200,y,240.4,240.4
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=300,y,354.5,354.5
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=400,y,435.64,435.64
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=500,y,590.04,590.04
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=600,y,721.2,721.2
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=700,y,673.83,673.83
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=800,y,757.24,757.24
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=900,y,851.9,851.9
inattention_energy_prices.tex,1174,figura,permisospormodelo,Permits emitted per CAP,Precision Model @ x=1000,y,947.17,947.17
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=100,y,135.54,135.54
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=200,y,120.08,120.08
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=300,y,111.03,111.03
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=400,y,104.21,104.21
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=500,y,98.93,98.93
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=600,y,94.24,94.24
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=700,y,90.03,90.03
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=800,y,86.13,86.13
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=900,y,82.86,82.86
inattention_energy_prices.tex,1219,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Original Model @ x=1000,y,79.99,79.99
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=100,y,125.4,125.4
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=200,y,106.36,106.36
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=300,y,102.59,102.59
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=400,y,96.75,96.75
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=500,y,90.43,90.43
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=600,y,88.07,88.07
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=700,y,88.07,88.07
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=800,y,77.16,77.16
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=900,y,88.07,88.07
inattention_energy_prices.tex,1228,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Profit Oriented Model @ x=1000,y,88.07,88.07
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=100,y,127.22,127.22
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=200,y,111.82,111.82
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=300,y,102.2,102.2
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=400,y,100.41,100.41
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=500,y,88.73,88.73
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=600,y,90.35,90.35
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=700,y,112.66,112.66
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=800,y,96.72,96.72
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=900,y,95.32,95.32
inattention_energy_prices.tex,1237,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Quadratic Rate Model @ x=1000,y,97.25,97.25
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=100,y,131.38,131.38
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=200,y,121.78,121.78
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=300,y,107.01,107.01
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=400,y,102.47,102.47
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=500,y,116.1,116.1
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=600,y,95.43,95.43
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=700,y,111.93,111.93
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=800,y,109.85,109.85
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=900,y,109.33,109.33
inattention_energy_prices.tex,1245,figura,pidpormodelo,Electricity average price (2019-2050) ^d per CAP.,Precision Model @ x=1000,y,101.77,101.77
inattention_energy_prices.tex,2,prosa,,,,,2019,2019.0
inattention_energy_prices.tex,2,prosa,,,,,-2021,-2021.0
inattention_energy_prices.tex,8,prosa,,e distributed under the conditions of the LaTeX Project Public,,,1.2,1.2
inattention_energy_prices.tex,11,prosa,,version of this license is in,,,1.2,1.2
inattention_energy_prices.tex,12,prosa,,org/lppl.txt,,,1999,1999.0
inattention_energy_prices.tex,12,prosa,,ppl.txt,,,12,12.0
inattention_energy_prices.tex,12,prosa,,.txt,,,01,1.0
inattention_energy_prices.tex,34,prosa,,"kage[authoryear,longnamesfirst] natbib pgfplots #",,,1,1.0
inattention_energy_prices.tex,34,prosa,,"ryear,longnamesfirst] natbib pgfplots #1 #",,,1,1.0
inattention_energy_prices.tex,34,prosa,,atbib pgfplots #1 #1 #,,,1,1.0
inattention_energy_prices.tex,51,prosa,,tion Definition document,,,1,1.0
inattention_energy_prices.tex,52,prosa,,document 1 .,,,001,1.0
inattention_energy_prices.tex,64,prosa,,mode = title] Inattention raises energy prices,,,1,1.0
inattention_energy_prices.tex,65,prosa,,nattention raises energy prices,,,1,1.0
inattention_energy_prices.tex,67,prosa,,gy prices,,,1.,1.0
inattention_energy_prices.tex,68,prosa,,e footnote mark,,,1,1.0
inattention_energy_prices.tex,69,prosa,,,,,1,1.0
inattention_energy_prices.tex,74,prosa,,text,,,"1,3",13.0
inattention_energy_prices.tex,76,prosa,,required,,,"000,",0.0
inattention_energy_prices.tex,77,prosa,,"hor[1,3] Author Name [type=editor,",,,"1,",1.0
inattention_energy_prices.tex,79,prosa,,"style=chinese,",,,0000,0.0
inattention_energy_prices.tex,79,prosa,,"style=chinese,",,,-0000,-0.0
inattention_energy_prices.tex,79,prosa,,"le=chinese,",,,-0000,-0.0
inattention_energy_prices.tex,79,prosa,,"inese,",,,"-0000,",-0.0
inattention_energy_prices.tex,85,prosa,,"twitter=<twitter id>, [",,,1,1.0
inattention_energy_prices.tex,86,prosa,,"gplus=<gplus id>] [1] Sebastián Cea-Echenique [type=author, orcid=",,,0000,0.0
inattention_energy_prices.tex,86,prosa,,"gplus=<gplus id>] [1] Sebastián Cea-Echenique [type=author, orcid=0000",,,-0003,-3.0
inattention_energy_prices.tex,86,prosa,,"=<gplus id>] [1] Sebastián Cea-Echenique [type=author, orcid=0000-0003",,,-3952,-3952.0
inattention_energy_prices.tex,86,prosa,,"us id>] [1] Sebastián Cea-Echenique [type=author, orcid=0000-0003-3952",,,-6299,-6299.0
inattention_energy_prices.tex,95,prosa,,of the first author [,,,1,1.0
inattention_energy_prices.tex,106,prosa,,"logy, Software [",,,1,1.0
inattention_energy_prices.tex,107,prosa,,"ion= Universidad de los Andes , addressline= Mons. Alvaro del Portillo",,,12455,12455.0
inattention_energy_prices.tex,110,prosa,,"itysep= , postcode=",,,7620086,7620086.0
inattention_energy_prices.tex,114,prosa,,"code= 7620086 , state= Metropolitana , country= CHILE [",,,1,1.0
inattention_energy_prices.tex,117,prosa,,CHILE [1] Vicente Muñoz [type=author],,,2,2.0
inattention_energy_prices.tex,138,prosa,,", [",,,1,1.0
inattention_energy_prices.tex,140,prosa,,country= [1] Corresponding author [,,,2,2.0
inattention_energy_prices.tex,141,prosa,,"cortext[1] Corresponding author [2] Felipe Feijoo [type=author, orcid=",,,0000,0.0
inattention_energy_prices.tex,141,prosa,,"ext[1] Corresponding author [2] Felipe Feijoo [type=author, orcid=0000",,,-0003,-3.0
inattention_energy_prices.tex,141,prosa,,"] Corresponding author [2] Felipe Feijoo [type=author, orcid=0000-0003",,,-3129,-3129.0
inattention_energy_prices.tex,141,prosa,,"responding author [2] Felipe Feijoo [type=author, orcid=0000-0003-3129",,,-9597,-9597.0
inattention_energy_prices.tex,146,prosa,,cid=0000-0003-3129-9597] felipe.feijoo@pucv.cl [,,,2,2.0
inattention_energy_prices.tex,147,prosa,,"nization= School of Industrial Engeneering, PUCV , addressline= Brasil",,,2241,2241.0
inattention_energy_prices.tex,150,prosa,,"itysep= , postcode=",,,2362807,2362807.0
inattention_energy_prices.tex,155,prosa,,", state= Valparaíso , country= CHILE",,,1,1.0
inattention_energy_prices.tex,162,prosa,,uthorises for the larger budgets and sustains allowance prices between,,,77,77.0
inattention_energy_prices.tex,162,prosa,,orises for the larger budgets and sustains allowance prices between 77,,,88,88.0
inattention_energy_prices.tex,194,prosa,,duction sec:intro Pollution control has been a focal point in the past,,,20,20.0
inattention_energy_prices.tex,194,prosa,,nistry of the Environment reports that the energy sector accounted for,,,77,77.0
inattention_energy_prices.tex,194,prosa,,nt reports that the energy sector accounted for 77,,,"2018,",2018.0
inattention_energy_prices.tex,194,prosa,,t sector electricity generation is the largest single contributor with,,,30,30.0
inattention_energy_prices.tex,196,prosa,," by applying a carbon tax and/or cap-and-trade mechanisms. Finland, in",,,"1990,",1990.0
inattention_energy_prices.tex,196,prosa,,", in 1990, was the first country to implement a carbon tax, since then",,,19,19.0
inattention_energy_prices.tex,196,prosa,,e same according. See https://taxfoundation.org/carbon-taxes-in-europe,,,-2022,-2022.0
inattention_energy_prices.tex,196,prosa,,/carbon-taxes-in-europe-2022/ The tax is charged for every unit of CO_,,,2,2.0
inattention_energy_prices.tex,198,prosa,," the Cap-and-Trade System (CaTS), concept created by Thomas Crocker in",,,1966.,1966.0
inattention_energy_prices.tex,198,prosa,,"by Thomas Crocker in 1966. A somewhat contradictory origin, because in",,,2009,2009.0
inattention_energy_prices.tex,198,prosa,,inessinsider.com/inventor-of-cap-and-trade-says-a-carbon-tax-is-better,,,-2009,-2009.0
inattention_energy_prices.tex,198,prosa,,insider.com/inventor-of-cap-and-trade-says-a-carbon-tax-is-better-2009,,,-8,-8.0
inattention_energy_prices.tex,221,prosa,,"lator (allowance permit emitter), bringing results for every year from",,,2018,2018.0
inattention_energy_prices.tex,221,prosa,,"llowance permit emitter), bringing results for every year from 2018 to",,,2050,2050.0
inattention_energy_prices.tex,230,prosa,,intro _ 0 ; - ^a + F( ) s.t. ^,,,-1,-1.0
inattention_energy_prices.tex,230,prosa,,a + F( ) s.t. ^ -1 ( ) + -,,,0,0.0
inattention_energy_prices.tex,258,prosa,,be a part of. Carbon budget is represented by the maximum level of CO_,,,2,2.0
inattention_energy_prices.tex,258,prosa,,a for each unit. The price ^a represents the allowances price in stage,,,1.,1.0
inattention_energy_prices.tex,262,prosa,,"te. Timing, demand and notation subsec:demand Time is indexed by T_",,,0,0.0
inattention_energy_prices.tex,262,prosa,,"Timing, demand and notation subsec:demand Time is indexed by T_0:=",,,0,0.0
inattention_energy_prices.tex,262,prosa,,mand and notation subsec:demand Time is indexed by T_0:= 0 T with T:=,,,"1,",1.0
inattention_energy_prices.tex,264,prosa,,ga))_ in the simplex [ := (Pr( ))_ [,,,"0,1",1.0
inattention_energy_prices.tex,264,prosa,,"( ))_ [0,1]^ | | : _ Pr( )=",,,1,1.0
inattention_energy_prices.tex,273,prosa,,together with its state-contingent continuation. In the first stage t=,,,0,0.0
inattention_energy_prices.tex,273,prosa,,uation. In the first stage t=0 demand is deterministic and equal to D(,,,0,0.0
inattention_energy_prices.tex,273,prosa,,"R _+ for (t, ) T , so that the demand profile is D= (D(",,,0,0.0
inattention_energy_prices.tex,274,prosa,,. Allowances are traded in two markets: allowances are auctioned in t=,,,0,0.0
